Table,Table_Description,Field,Calculated,Display_Name,Data_Type,Field_Description,Notes,Values,Validation,Required,Ref_Source,Ref_Name,Ref_Link,Ref_Match,Ref_Notes,Translation source,Spanish Translation,Ref2_DataScribe,Ref2_Source,Ref2_Name,Ref2_Link,Ref2_Match,Ref2_Notes,Other_Links,...26,...27
Animals.Diet.Digest,,DD.Cfat.Method,No,Digestible Crude Fat Method,Character,Method of measurement for Digestible Crude Fat,,lookup_levels$Digestibility.Method,Needs to be filled if a corresponding value exists for this digestibility variable.,No,,,,,,,,,,,,,,,,
Animals.Diet.Digest,,DD.Fat.Method,No,Digestible Fat or Lipid Method,Character,Method of measurement for Digestible Fat or Lipid,,lookup_levels$Digestibility.Method,Needs to be filled if a corresponding value exists for this digestibility variable.,No,,,,,,,,,,,,,,,,
Animals.Diet.Digest,,DD.Carbo.Method,No,Digestible Carbohydrate Method,Character,Method of measurement for Digestible Carbohydrate,,lookup_levels$Digestibility.Method,Needs to be filled if a corresponding value exists for this digestibility variable.,No,,,,,,,,,,,,,,,,
Animals.Diet.Digest,,DD.Nitro.Method,No,Digestible Nitrogen Method,Character,Method of measurement for Digestible Nitrogen,,lookup_levels$Digestibility.Method,Needs to be filled if a corresponding value exists for this digestibility variable.,No,,,,,,,,,,,,,,,,
Animals.Diet.Digest,,DD.ADC.Method,No,Apparent digestibility coefficient (ADC)  Method,Character,Method of measurement for Apparent digestibility coefficient (ADC),,lookup_levels$Digestibility.Method,Needs to be filled if a corresponding value exists for this digestibility variable.,No,,,,,,,,,,,,,,,,
Animals.Diet.Digest,,DD.Carbs.Method,No,Carbohydrate Method,Character,Method of measurement for Carbohydrate,,lookup_levels$Digestibility.Method,Needs to be filled if a corresponding value exists for this digestibility variable.,No,,,,,,,,,,,,,,,,
Animals.Diet.Digest,,DD.Invitro.Method,No,Digestibility (in vitro) Method,Character,Method of measurement for Digestibility (in vitro),,lookup_levels$Digestibility.Method,Needs to be filled if a corresponding value exists for this digestibility variable.,No,,,,,,,,,,,,,,,,
Animals.Diet.Digest,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Base.Out,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Base.Out,,Base.Codes,Yes,NA,Character,,,"Within a treatment the base codes are derived from all of the ERA codes for practices where _.Level.Name is ""Base""",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,T.Codes,Yes,Field will be calculated from the data model,,This is a concatenation of all the practice codes for all of the selected practices that comprise each treatment,,,,,,,,,,,,,,,,,,,,
MT.Out2,,T.Residue.Code,Yes,NA,Character,"A residue management code (e.g. mulching or incorporation codes) is derived from the MT.Out2$T.Residue.Prev and MT.Out2$T.Comp fields by cross-referencing to the EU table's fields ""Mulched"", ""Incorporated"", or ""Unknown.Fate"" fields.",,"EU$Mulched, EU$Incorporate, EU$Unknown.Fate",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,T.Structure,Yes,Field will be calculated from the data model,,"This is a flag set to ""Yes"" if any of these fields: Chems.Out$C.Structure,  Plant.Out$Structure, Other.Out$O.Structure, Weed.Out$W.Structure are ""Yes""",,"Yes, blank",,,,,,,,,,,,,,,,,,
MT.Out2,,T.Name,No,Treatment Name,Character,"Choose a easy to recognize name for the treatment, you will use this name to reference it when creating intercrops or rotations and/or entering data. Avoid using special characters.",,Free Text,None,Yes,NA,NA,NA,NA,NA,Camila,Nombre de tratamiento,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,,T.Comp,No,Product,Character,Which product (e.g. crop or animal) does this treatment relate to?,,Prod.Out$Product,NA,Yes,NA,NA,NA,NA,NA,Camila,Producto,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,,T.Residue.Prev,No,Fate of Crop Residues From The Previous Season,Character,This field refers to residues from plants that grew within the experimental plot. Any residues from outside of the experimental unit should be recorded in the residues tab.,,Levels$M.Fate,NA,Yes,AGROVOC,,,No,,,,No,,,,No,,,,
MT.Out2,,T.Control,No,Control?,Character,"Is this a control treatment? Record ""Yes"" if the treatment is noted as an experimental control, farmer check, traditional or business-as-usual management by the publication authors. Leave this field blank if this in unclear or the treatment is not a control.",,"Yes, No",NA,Yes,AGROVOC,,,No,,,,No,,,,No,,,,
MT.Out2,,T.Reps,No,Replicates,Integer,"For crop paper this is the number of stated in the experiment, e.g. a randomised block design with 4 replicates. For animal paper we use a field, barn, pond, tank or similar as the unit of replication (record the number of animals in the treatment right).",,NA,Warn if >1000,Yes,AGROVOC,replications (statistic),http://aims.fao.org/aos/agrovoc/c_0fd72019,Yes,methods > statistical methods > reproducibility > replications (statistic),Camila,Repeticiones,Yes,AGROVOC,replications (statistic),http://aims.fao.org/aos/agrovoc/c_0fd72019,Yes,Number of replications which were measured or tested in a statistical experiment.,,,
MT.Out2,,T.Animals,No,Animals per Replicate,Integer,This is the number of animals in each field/barn/pond/tank/etc. If you have 20 animals per treatment and these are split between 5 fields then the number of animals per rep is 20/5 = 4.,,NA,Warn if>100,No,AGROVOC,,,No,,Camila,Repeticiones por animal,No,,,,No,,,,
MT.Out2,,T.Start.Year,No,Start Year,Integer,"Note the start year of the experimental treatment. This is particularly relevant for reduced or no-tillage experiments. Where a treatment is reset during the course of an experiment, then the Start Year should be listed per observation.",,YYYY,1950 to present Year,Yes,AGROVOC,,,No,,Camila,Comienzo año,No,,,,No,,,,
MT.Out2,,T.Start.Season,No,Start Season,Integer,List the starting season of an experimental treatment in systems with >1 growing seasons. If a region has unimodal rainfall or if seasonality is unspecified please leave this field blank.,,,"1, 2, blank",Yes,AGROVOC,,,No,,Camila,Comienzo estacion,No,,,,No,,,,
MT.Out2,,AF.Level.Name,No,Agroforestry,Character,Choose practice for this management category,,AF.Out$AF.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Agro-silvicultura,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,AF.Codes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,AF.Notes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,AF.Tree,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,AF.Subspecies,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,AF.Var,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,AF.New.Tree,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,AF.New.Subsp,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,AF.New.Var,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,A.Level.Name,No,Animals,Character,Choose practice for this management category,,Animals.Out$A.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Animales,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,A.Codes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,A.Notes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,A.Grazing,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,A.Hay,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,C.Level.Name,No,Chemicals,Character,Choose practice for this management category,,Chemicals.Out$C.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Quimicos,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,C.Structure,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,E.Level.Name,No,Energy,Character,Choose practice for this management category,,E.Out$E.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Energia,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,E.Codes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,E.Notes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,H.Level.Name,No,Harvest,Character,Choose practice for this management category,,Har.Out$H.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Cosecha,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,H.Prac,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,H.Codes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,H.Notes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,I.Level.Name,No,Irrigation,Character,Choose practice for this management category,,Irrig.Out$I.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Riego,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,I.Method,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,I.Strategy,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,I.Codes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,I.Notes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,M.Level.Name,No,Residues,Character,Choose practice for this management category,,Res.Out$M.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Residuos,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,M.Codes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,M.Notes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,M.NO,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,M.PO,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,M.KO,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,M.Unit,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,F.Level.Name,No,Fertilizer,Character,Choose practice for this management category,,Fert.Out$F.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Fertilizante,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,F.NO,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,F.PO,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,F.KO,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,F.NI,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,F.PI,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,F.P2O5,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,F.KI,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,F.K2O,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,F.O.Unit,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,F.I.Unit,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,F.Codes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,pH.Level.Name,No,pH,Character,Choose practice for this management category,,pH.Out$pH.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,pH,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,pH.Codes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,pH.Notes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,P.Level.Name,No,Planting,Character,Choose practice for this management category,,Plant.Out$Planting.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Siembra,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,P.Structure,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,P.Method,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,Plant.Density,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,Plant.Density.Unit,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,Plant.Row,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,Plant.Station,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,Plant.Seeds,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,Plant.Thin,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,Plant.Tram.Row,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,Plant.Tram.N,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,Plant.Intercrop,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,Plant.Block.Rows,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,Plant.Block.Perc,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,Plant.Block.Width,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,PO.Level.Name,No,Post Harvest,Character,Choose practice for this management category,,PO.Out$PO.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Post-Cosecha,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,PO.Codes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,PO.Notes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,PO.Source,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,Till.Level.Name,No,Tillage,Character,Choose practice for this management category,,Till.Out$Till.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Arado | Manejo del suelo,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,Till.Codes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,V.Level.Name,No,Variety,Character,Choose practice for this management category,,Var.Out$V.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Variedad,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,,WH.Level.Name,No,Water Harvesting,Character,Choose practice for this management category,,WH.Out$WH.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Recoleccion de agua,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,WH.Codes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,WH.Notes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,O.Level.Name,No,Other,Character,Choose practice for this management category,,Other.Out$O.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Otro,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,O.Structure,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,O.Notes,No,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,W.Level.Name,No,Weeding,Character,Choose practice for this management category,,Weed.Out$W.Level.Name,NA,No,NA,NA,NA,NA,NA,Camila,Manejo de malezas,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,W.Structure,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,W.Method,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,W.Freq,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,W.Freq.Time,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,W.New.Method,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,W.Notes,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,,B.Code,Yes,NA,Character,Choose practice for this management category,,Pub.Out$B.Code,NA,No,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,F.Level.Name2,Yes,,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
MT.Out2,FIELD NOT REQUIRED,b28,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b16,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b17,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b21,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b64,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b23,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b29,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b30,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b75,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b73,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b74,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b67,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b28.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b16.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b17.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b21.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b64.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b23.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b29.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b30.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b75.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b73.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b74.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,b67.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,V.Base,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,V.Product,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,V.Var,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,V.Species,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,V.Subspecies,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,V.Crop.Practice,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,V.Animal.Practice,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,V.Type,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,V.Trait1,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,V.Trait2,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,V.Trait3,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,V.Maturity,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,V.Codes,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,Weed.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,T.Name2,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,T.Agg.Levels,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,T.Agg.Levels2,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,T.Agg.Levels3,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,T.Codes.No.Agg,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,T.Codes.Agg,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,N2,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,Structure.Comb,Yes,,,,,,,,,,,,,,,,,,,,,,,
MT.Out2,FIELD NOT REQUIRED,T.ID,Yes,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,Practice,Yes,NA (but see field description),Character,"In the excel the user can choose one agroforestry practice and/or one non-agroforestry ERA practice, the corresponding subpratice names are joined with a "".."" delimiter. 
Non-agroforestry = Practices[Practice == ""Intercropping"" | (Practice == ""Green Manure"" & grepl(""Space"",Subpractice)) , Subpractice]
Agroforestry = Practices[Practice %in% c(""Alleycropping"",""FNMR"",""Parklands"",""Multistrata Agroforestry"",""Other Agroforestry"") , Subpractice]",,See field description,NA,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Int.Out,FIELD NOT REQUIRED,IN.Comp1,No,Intercropping Treatment 1,Character,Choose a treatment from the treatments tab to combine with another treatment to create an intercrop,,,NA,Yes,NA,NA,NA,NA,NA,Camila,Intersiembra,NA,NA,NA,NA,NA,NA,NA,,
Int.Out,FIELD NOT REQUIRED,IN.Comp2,No,Intercropping Treatment 2,Character,Choose a treatment from the treatments tab to combine with another treatment to create an intercrop,,,NA,Yes,NA,NA,NA,NA,NA,Camila,Intersiembra,NA,NA,NA,NA,NA,NA,NA,,
Int.Out,FIELD NOT REQUIRED,IN.Comp3,No,Intercropping Treatment 3,Character,Choose a treatment from the treatments tab to combine with another treatment to create an intercrop,,,NA,No,NA,NA,NA,NA,NA,Camila,Intersiembra,NA,NA,NA,NA,NA,NA,NA,,
Int.Out,FIELD NOT REQUIRED,IN.Comp4,No,Intercropping Treatment 4,Character,Choose a treatment from the treatments tab to combine with another treatment to create an intercrop,,,NA,No,NA,NA,NA,NA,NA,Camila,Intersiembra,NA,NA,NA,NA,NA,NA,NA,,
Int.Out,FIELD NOT REQUIRED,IN.Comp.N,Yes,NA,Integer,The number of treatments selected to build the intercrop.,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Int.Out,,IN.Level.Name,Yes,Intercrop Treatment Name,Character,The combined name of the treatments selected.,,"Concatenate non-blank responses from Int.Out$IN.Comp1, IN.Comp2, IN.Comp3, and IN.Comp4 using a "".."" delim",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Int.Out,FIELD NOT REQUIRED,IN.Residue.Fate,No,Fate of Crop Residues From The Previous Season,Character,,,"Levels[[""M.Fate""]]",NA,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Int.Out,FIELD NOT REQUIRED,IN.Reps,No,Replicates,Integer,"For crop paper this is the number of stated in the experiment, e.g. a randomised block design with 4 replicates. For animal paper we use a field, barn, pond, tank or similar as the unit of replication (record the number of animals in the treatment right).",,NA,Warn if >1000,Yes,AGROVOC,replications (statistic),http://aims.fao.org/aos/agrovoc/c_0fd72019,Yes,methods > statistical methods > reproducibility > replications (statistic),Camila,Repeticiones,Yes,AGROVOC,replications (statistic),http://aims.fao.org/aos/agrovoc/c_0fd72019,,Number of replications which were measured or tested in a statistical experiment.,,,
Int.Out,FIELD NOT REQUIRED,IN.Control,No,Control?,Character,"Is this a control treatment? Record ""Yes"" if the treatment is noted as an experimental control, farmer check, traditional or business-as-usual management by the publication authors. Leave this field blank if this in unclear or the treatment is not a control.",,"Yes, No",NA,Yes,AGROVOC,,,No,,Camila,Control | Testigo,No,,,,No,,,,
Int.Out,,IN.Notes,No,Notes,Character,,,Free Text,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Int.Out,FIELD NOT REQUIRED,IN.Code,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Start.Year,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Start.Season,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.T.Codes,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Residue.Code,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.T.Structure,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Prod1,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Prod2,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Prod3,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Prod4,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Res1,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Res2,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Res3,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Res4,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Prods.All,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Int.Out,FIELD NOT REQUIRED,N,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.R.Codes.Shared,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.R.Codes.Diff,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Comp1.T.Codes,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Comp2.T.Codes,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Comp3.T.Codes,,,,,,,,,,,,,,,,,,,,,,,,
